备案号,产品名称,管理人,建议一级,建议二级,建议三级,信心,建议依据,现有团队策略,现有平台策略,同系列已分类产品,是否接受,备注
SJH866,衍复指增三号私募证券投资基金,上海衍复投资管理有限公司,股票多头,指数增强,"500指增,量价,低频",高,团队数据已有团队策略；产品名含指增/指数增强,"股票多头 / 指数增强 / 500指增,量价,低频","股票多头 / 500指增 / 低频,量价","衍复指增三号=股票多头/指数增强/500指增,量价,低频",,
SJH864,衍复中性三号私募证券投资基金,上海衍复投资管理有限公司,股票对冲,股票市场中性,"500中性,中频",高,团队数据已有团队策略,"股票对冲 / 股票市场中性 / 500中性,中频","股票对冲 / 股票市场中性 / 中频,500中性","衍复中性三号=股票对冲/股票市场中性/500中性,中频",,
SLH845,衍复中性四号私募证券投资基金,上海衍复投资管理有限公司,股票对冲,股票市场中性,中频,高,团队数据已有团队策略,股票对冲 / 股票市场中性 / 中频,股票对冲 / 股票市场中性,衍复中性四号=股票对冲/股票市场中性/中频,,
SASM47,衍复中证A500指数增强一号私募证券投资基金,上海衍复投资管理有限公司,股票多头,指数增强,A500指增,高,团队数据已有团队策略；产品名含A500指增,股票多头 / 指数增强 / A500指增,股票多头 / A500指增,衍复中证A500指数增强一号=股票多头/指数增强/A500指增,,
SBDS49,衍合微盘股指数增强1号私募证券投资基金,上海衍合私募基金管理有限公司,股票对冲,,,高,团队数据已有团队策略；产品名另指向股票多头/指数增强,股票对冲,股票对冲,衍合微盘股指数增强1号=股票对冲,,产品名指向股票多头/指数增强，与已有团队策略不一致
SLY644,衍盛铭量中证500增强1号私募证券投资基金,衍盛私募证券投资基金管理（深圳）有限公司,股票多头,指数增强,500指增,高,团队数据已有团队策略；产品名含500指增,股票多头 / 指数增强 / 500指增,股票多头 / 500指增,衍盛铭量中证500增强1号=股票多头/指数增强/500指增,,
SEM863,阳泽昭阳专享2号私募证券投资基金,杭州阳泽私募基金管理有限公司,期货策略,量化期货,"混合,基本面",高,团队数据已有团队策略,"期货策略 / 量化期货 / 混合,基本面","期货策略 / 量化期货 / 混合均衡,基本面","阳泽昭阳专享2号=期货策略/量化期货/混合,基本面",,
SJJ459,亿峰聚配专享一号私募证券投资基金,亿峰（珠海横琴）私募基金有限公司,套利策略,期货套利,,高,团队数据已有团队策略,套利策略 / 期货套利,套利策略 / 期货套利,亿峰聚配专享一号=套利策略/期货套利,,
SCY775,亿峰商品套利一号私募证券投资基金,亿峰（珠海横琴）私募基金有限公司,期货策略,主观期货,农产,高,团队数据已有团队策略；产品名另指向套利策略/,期货策略 / 主观期货 / 农产,期货策略 / 主观期货 / 农产,亿峰商品套利一号=期货策略/主观期货/农产,,
SBEP28,亿嘉柏和中证1000指增一号私募证券投资基金,杭州亿嘉柏和投资管理有限公司,股票多头,指数增强,1000指增,高,团队数据已有团队策略；产品名含1000指增,股票多头 / 指数增强 / 1000指增,股票多头 / 1000指增,亿嘉柏和中证1000指增一号=股票多头/指数增强/1000指增,,
SAQY63,亿莱祥长丰进取1号私募证券投资基金,上海亿莱祥私募基金管理有限公司,套利策略,期货套利,"跨市场套利,商品套利",高,团队数据已有团队策略,"套利策略 / 期货套利 / 跨市场套利,商品套利",套利策略 / 期货套利,"亿莱祥长丰进取1号=套利策略/期货套利/跨市场套利,商品套利",,
SB6957,亿莱祥长丰稳健1号私募证券投资基金,上海亿莱祥私募基金管理有限公司,套利策略,期货套利,"跨市场套利,商品套利",高,团队数据已有团队策略,"套利策略 / 期货套利 / 跨市场套利,商品套利",套利策略 / 期货套利 / 跨市场套利,"亿莱祥长丰稳健1号=套利策略/期货套利/跨市场套利,商品套利",,
SAYP48,亦赋量选1号私募证券投资基金,亦赋私募基金管理（海南）有限公司,股票多头,指数增强,"空气指增,高频",高,团队数据已有团队策略,"股票多头 / 指数增强 / 空气指增,高频",股票多头 / 量化选股 / 中频,"亦赋量选1号=股票多头/指数增强/空气指增,高频；亦赋量选2号=股票多头/指数增强/空气指增,量价,高频；亦赋量选1号B类=股票多头/指数增强/空气指增,高频",,
SBDX49,亦赋量选2号私募证券投资基金,亦赋私募基金管理（海南）有限公司,股票多头,指数增强,"空气指增,量价,高频",高,团队数据已有团队策略,"股票多头 / 指数增强 / 空气指增,量价,高频",股票多头 / 量化选股 / 中频,"亦赋量选2号=股票多头/指数增强/空气指增,量价,高频；亦赋量选1号=股票多头/指数增强/空气指增,高频；亦赋量选1号B类=股票多头/指数增强/空气指增,高频",,
SATJ31,亦赋山海9号多策略私募证券投资基金,亦赋私募基金管理（海南）有限公司,股票对冲,股票市场中性,"量价,高频",高,团队数据已有团队策略,"股票对冲 / 股票市场中性 / 量价,高频","股票对冲 / 股票市场中性 / 高频,量价,1000中性","亦赋山海9号多策略=股票对冲/股票市场中性/量价,高频",,
SVR535,亦赋银河2号中证500对冲私募证券投资基金,亦赋私募基金管理（海南）有限公司,股票对冲,股票市场中性,"量价,高频",高,团队数据已有团队策略；产品名含对冲,"股票对冲 / 股票市场中性 / 量价,高频","股票多头 / 500指增 / 高频,量价","亦赋银河2号中证500对冲=股票对冲/股票市场中性/量价,高频",,
SAYZ53,亦赋尤里卡2号多策略私募证券投资基金,亦赋私募基金管理（海南）有限公司,股票多头,指数增强,"1000指增,量价,高频",高,团队数据已有团队策略,"股票多头 / 指数增强 / 1000指增,量价,高频","股票多头 / 1000指增 / 高频,量价","亦赋尤里卡2号多策略=股票多头/指数增强/1000指增,量价,高频",,
SXZ810,易格玉铎成长优选三号私募证券投资基金,海南易格私募基金管理有限公司,股票对冲,股票多空,,高,团队数据已有团队策略,股票对冲 / 股票多空,股票对冲 / 股票多空,易格玉铎成长优选三号=股票对冲/股票多空,,
SZX058,奕睿CTA四期A私募证券投资基金,奕睿私募基金管理（上海）有限公司,期货策略,量化期货,,高,团队数据已有团队策略；产品名含CTA,期货策略 / 量化期货,期货策略 / 量化期货 / 混合均衡,奕睿CTA四期A=期货策略/量化期货,,
SGS660,弈倍景杉量化对冲私募证券投资基金,上海弈倍私募基金管理有限公司,股票对冲,股票市场中性,,高,团队数据已有团队策略；产品名含对冲,股票对冲 / 股票市场中性,股票对冲 / 股票市场中性 / 中频,弈倍景杉量化对冲=股票对冲/股票市场中性,,
SBRQ15,弈倍自由现金流精选1号私募证券投资基金,上海弈倍私募基金管理有限公司,股票多头,指数增强,,高,团队数据已有团队策略,股票多头 / 指数增强,股票多头 / 风格指增,弈倍自由现金流精选1号=股票多头/指数增强,,
SATQ53,谊恒滴海私享1号私募证券投资基金,上海滴海私募基金管理中心（有限合伙）,套利策略,,,高,团队数据已有团队策略,套利策略,套利策略 / 基金套利 / ETF套利,谊恒滴海私享1号=套利策略；谊恒滴海私享1号B类=套利策略,,
SAJR59,谊恒滴海稳泰1号私募证券投资基金,上海滴海私募基金管理中心（有限合伙）,套利策略,,,高,团队数据已有团队策略,套利策略,套利策略 / 基金套利 / ETF套利,谊恒滴海稳泰1号=套利策略；谊恒滴海稳泰2号=套利策略,,
SGX346,因诺聚配中证500指数增强私募证券投资基金,因诺（上海）资产管理有限公司,股票多头,指数增强,500指增,高,团队数据已有团队策略；产品名含500指增,股票多头 / 指数增强 / 500指增,股票多头 / 500指增,因诺聚配中证500指数增强=股票多头/指数增强/500指增,,
SANV46,因诺期权21号私募证券投资基金,因诺（上海）资产管理有限公司,期权策略,场内期权,期权套利,高,团队数据已有团队策略；产品名含期权,期权策略 / 场内期权 / 期权套利,期权策略 / 场内期权,因诺期权21号=期权策略/场内期权/期权套利；因诺期权27号=期权策略/场内期权/金融卖波；因诺期权2号=期权策略/场内期权/期权套利；因诺期权13号=期权策略/场内期权；因诺期权3号=期权策略/场内期权；因诺期权1号=期权策略/场内期权,,
S34941,因诺期权2号私募证券投资基金,因诺（上海）资产管理有限公司,期权策略,场内期权,期权套利,高,团队数据已有团队策略；产品名含期权,期权策略 / 场内期权 / 期权套利,期权策略 / 场内期权 / 期权多策略,因诺期权2号=期权策略/场内期权/期权套利；因诺期权27号=期权策略/场内期权/金融卖波；因诺期权21号=期权策略/场内期权/期权套利；因诺期权13号=期权策略/场内期权；因诺期权3号=期权策略/场内期权；因诺期权1号=期权策略/场内期权,,
S25540,因诺启航1号私募证券投资基金,因诺（上海）资产管理有限公司,股票对冲,,,高,团队数据已有团队策略,股票对冲,股票对冲 / 择时对冲,"因诺启航1号=股票对冲；因诺启航2号=股票对冲/股票市场中性/高频,量价",,
SS8359,因诺天丰1号私募证券投资基金,因诺（上海）资产管理有限公司,股票多头,指数增强,500指增,高,团队数据已有团队策略,股票多头 / 指数增强 / 500指增,股票多头 / 500指增,因诺天丰1号=股票多头/指数增强/500指增；因诺天丰89号=股票多头/指数增强/500指增,,
SJW583,因诺天机48号私募证券投资基金,因诺（上海）资产管理有限公司,股票对冲,股票市场中性,,高,团队数据已有团队策略,股票对冲 / 股票市场中性,股票对冲 / 股票市场中性,因诺天机48号=股票对冲/股票市场中性；因诺天机18号=多资产策略,,
SAXV58,因诺天问43号私募证券投资基金,因诺（上海）资产管理有限公司,期货策略,,,高,团队数据已有团队策略,期货策略,期货策略,因诺天问43号=期货策略；因诺天问1号A类=多资产策略/股票期货复合；因诺天问1号=多资产策略/股票期货复合,,
SAGN39,因诺祥瑞天问29号私募证券投资基金,因诺（上海）资产管理有限公司,股票对冲,,,高,团队数据已有团队策略,股票对冲,股票对冲,因诺祥瑞天问29号=股票对冲,,
SLK510,因诺择时选股1号私募证券投资基金,因诺（上海）资产管理有限公司,股票多头,另类多头,择时择股,高,团队数据已有团队策略,股票多头 / 另类多头 / 择时择股,股票多头 / 另类多头 / 择时择股,因诺择时选股1号=股票多头/另类多头/择时择股,,
SGY044,因诺中证1000指数增强1号私募证券投资基金,因诺（上海）资产管理有限公司,股票多头,指数增强,"1000指增,中频",高,团队数据已有团队策略；产品名含1000指增,"股票多头 / 指数增强 / 1000指增,中频",股票多头 / 1000指增,"因诺中证1000指数增强1号=股票多头/指数增强/1000指增,中频",,
SBDX74,因诺中证500指数增强18号私募证券投资基金,因诺（上海）资产管理有限公司,股票多头,指数增强,500指增,高,团队数据已有团队策略；产品名含500指增,股票多头 / 指数增强 / 500指增,股票多头 / 500指增,因诺中证500指数增强18号=股票多头/指数增强/500指增；因诺中证500指数增强1号=股票多头/指数增强/500指增,,
SXJ080,因诺CTA2号私募证券投资基金,因诺（上海）资产管理有限公司,期货策略,量化期货,大厂,高,团队数据已有团队策略；产品名含CTA,期货策略 / 量化期货 / 大厂,期货策略 / 量化期货 / 时序,因诺CTA2号=期货策略/量化期货/大厂；因诺CTA1号=期货策略/量化期货/中高频,,
